"lead_id","created_date","source","campaign","country","device","job_title","company_size","industry","customer_id","conversion_date","revenue","converted","conversion_days","lead_quality"
203,"2024-06-06","Facebook Ads","Campaign A","Europe","Mobile","Director","Medium","Tech","27","2024-06-24","1913.2501836680774",1,18,"Medium Value"
204,"2024-05-27","Google Ads","Campaign A","Europe","Mobile","Manager","Medium","Finance","28","2024-06-14","991.807944470058",1,18,"Low Value"
205,"2024-02-25","Google Ads","Campaign B","USA","Mobile","Director","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
206,"2024-01-17","Google Ads","Campaign B","USA","Mobile","Manager","Medium","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
207,"2024-02-29","Facebook Ads","Campaign B","USA","Mobile","Director","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
208,"2024-02-25","Google Ads","Campaign B","Europe","Mobile","Director","Small","Finance","29","2024-03-05","191.11627686831025",1,9,"Low Value"
209,"2024-04-11","LinkedIn","Campaign B","USA","Mobile","Manager","Small","Finance","30","2024-04-16","581.9497818562379",1,5,"Low Value"
210,"2024-06-04","LinkedIn","Campaign A","Europe","Mobile","VP","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
211,"2024-02-05","Google Ads","Campaign B","Europe","Desktop","VP","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
212,"2024-03-02","LinkedIn","Campaign A","USA","Desktop","VP","Medium","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
213,"2024-05-15","Facebook Ads","Campaign B","USA","Mobile","VP","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
214,"2024-05-12","Google Ads","Campaign B","USA","Mobile","Manager","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
215,"2024-05-15","LinkedIn","Campaign B","USA","Mobile","Manager","Medium","Tech","31","2024-06-08","1087.852848146235",1,24,"Low Value"
216,"2024-03-28","Google Ads","Campaign B","USA","Mobile","VP","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
217,"2024-02-29","Google Ads","Campaign A","USA","Desktop","Director","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
218,"2024-01-02","Facebook Ads","Campaign B","Europe","Mobile","Director","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
219,"2024-03-15","Google Ads","Campaign A","USA","Mobile","Director","Enterprise","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
220,"2024-06-03","LinkedIn","Campaign B","Europe","Mobile","Manager","Medium","Finance","32","2024-06-19","2172.4092668688763",1,16,"Medium Value"
221,"2024-04-06","LinkedIn","Campaign B","USA","Mobile","VP","Small","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
222,"2024-03-22","LinkedIn","Campaign A","USA","Mobile","Director","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
223,"2024-04-10","Google Ads","Campaign A","USA","Mobile","Manager","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
224,"2024-06-25","Google Ads","Campaign B","USA","Mobile","VP","Small","Finance","33","2024-06-30","430.17460483759953",1,5,"Low Value"
225,"2024-04-13","Google Ads","Campaign B","Europe","Desktop","Director","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
226,"2024-01-04","Google Ads","Campaign B","USA","Mobile","Director","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
227,"2024-02-27","Google Ads","Campaign B","Europe","Mobile","Director","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
228,"2024-03-14","Facebook Ads","Campaign A","USA","Desktop","Manager","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
229,"2024-06-09","Google Ads","Campaign A","USA","Desktop","Manager","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
230,"2024-03-20","Google Ads","Campaign A","USA","Desktop","Manager","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
231,"2024-03-25","Google Ads","Campaign A","Europe","Mobile","VP","Enterprise","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
232,"2024-06-10","LinkedIn","Campaign B","Europe","Desktop","Director","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
233,"2024-02-11","Google Ads","Campaign B","USA","Mobile","Director","Medium","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
234,"2024-01-05","LinkedIn","Campaign B","USA","Mobile","Manager","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
235,"2024-02-14","LinkedIn","Campaign B","Europe","Mobile","VP","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
236,"2024-05-17","LinkedIn","Campaign A","USA","Mobile","VP","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
237,"2024-04-21","Facebook Ads","Campaign B","USA","Desktop","Director","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
238,"2024-02-15","Google Ads","Campaign B","Europe","Desktop","VP","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
239,"2024-06-21","Google Ads","Campaign A","USA","Mobile","VP","Enterprise","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
240,"2024-03-30","Google Ads","Campaign A","USA","Mobile","Director","Enterprise","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
241,"2024-05-06","Google Ads","Campaign A","Europe","Mobile","Director","Medium","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
242,"2024-02-10","Facebook Ads","Campaign B","Europe","Mobile","Manager","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
243,"2024-01-16","Google Ads","Campaign A","USA","Mobile","Director","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
244,"2024-04-21","Google Ads","Campaign B","USA","Mobile","Director","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
245,"2024-05-30","LinkedIn","Campaign B","Europe","Desktop","Director","Small","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
246,"2024-04-06","Facebook Ads","Campaign B","Europe","Mobile","VP","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
247,"2024-02-05","Google Ads","Campaign B","USA","Mobile","Director","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
248,"2024-01-11","Facebook Ads","Campaign B","Europe","Mobile","Director","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
249,"2024-02-13","Referral","Campaign A","Europe","Mobile","Manager","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
250,"2024-04-16","Google Ads","Campaign A","Europe","Mobile","Director","Small","Tech","34","2024-04-25","108.39352307649521",1,9,"Low Value"
251,"2024-02-28","Google Ads","Campaign A","USA","Mobile","Director","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
252,"2024-01-18","LinkedIn","Campaign A","USA","Desktop","Director","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
253,"2024-02-04","Facebook Ads","Campaign B","Europe","Mobile","Manager","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
254,"2024-05-09","Google Ads","Campaign B","USA","Mobile","VP","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
255,"2024-03-26","Facebook Ads","Campaign B","USA","Mobile","Director","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
256,"2024-05-09","Referral","Campaign A","Europe","Mobile","VP","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
257,"2024-05-29","Facebook Ads","Campaign B","USA","Mobile","Director","Enterprise","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
258,"2024-03-05","Referral","Campaign B","USA","Desktop","Manager","Small","Retail","35","2024-03-09","118.21412945736678",1,4,"Low Value"
259,"2024-06-17","Facebook Ads","Campaign A","USA","Mobile","Director","Enterprise","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
260,"2024-04-23","Google Ads","Campaign B","USA","Desktop","Manager","Small","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
261,"2024-01-05","Facebook Ads","Campaign B","Europe","Mobile","Manager","Medium","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
262,"2024-01-15","Facebook Ads","Campaign A","Europe","Desktop","Director","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
263,"2024-02-12","LinkedIn","Campaign A","Europe","Desktop","VP","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
264,"2024-06-12","Facebook Ads","Campaign A","USA","Mobile","Manager","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
265,"2024-04-19","Google Ads","Campaign B","Europe","Mobile","Director","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
266,"2024-04-20","Google Ads","Campaign B","Europe","Desktop","Manager","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
267,"2024-02-02","LinkedIn","Campaign A","USA","Desktop","Manager","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
268,"2024-05-28","Google Ads","Campaign A","Europe","Mobile","Director","Small","Retail","36","2024-06-06","595.6273885274877",1,9,"Low Value"
269,"2024-06-14","Facebook Ads","Campaign B","USA","Desktop","VP","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
270,"2024-06-10","Google Ads","Campaign B","Europe","Mobile","Director","Enterprise","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
271,"2024-03-28","Google Ads","Campaign B","Europe","Desktop","Manager","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
272,"2024-03-17","Google Ads","Campaign B","USA","Mobile","VP","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
273,"2024-03-01","Google Ads","Campaign B","USA","Mobile","Director","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
274,"2024-03-20","Google Ads","Campaign A","USA","Desktop","Director","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
275,"2024-02-11","Google Ads","Campaign B","USA","Mobile","Manager","Medium","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
276,"2024-01-17","Facebook Ads","Campaign A","Europe","Desktop","Director","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
277,"2024-01-17","Facebook Ads","Campaign B","Europe","Mobile","Manager","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
278,"2024-01-25","Facebook Ads","Campaign B","Europe","Mobile","Director","Small","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
279,"2024-05-15","Facebook Ads","Campaign B","USA","Mobile","Director","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
280,"2024-06-11","Google Ads","Campaign A","USA","Mobile","VP","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
281,"2024-02-28","Google Ads","Campaign A","Europe","Mobile","Director","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
282,"2024-05-30","Referral","Campaign B","USA","Mobile","VP","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
283,"2024-02-26","Google Ads","Campaign B","Europe","Mobile","Manager","Enterprise","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
284,"2024-04-09","Facebook Ads","Campaign B","USA","Desktop","Manager","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
285,"2024-05-18","Google Ads","Campaign A","Europe","Mobile","Director","Medium","Finance","37","2024-06-11","2721.694530506189",1,24,"Medium Value"
286,"2024-01-16","LinkedIn","Campaign B","Europe","Desktop","Director","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
287,"2024-03-03","Facebook Ads","Campaign B","USA","Mobile","Director","Small","Tech","38","2024-03-07","109.45720025874608",1,4,"Low Value"
288,"2024-02-12","Google Ads","Campaign B","Europe","Mobile","Director","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
289,"2024-04-27","Google Ads","Campaign A","USA","Desktop","Manager","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
290,"2024-05-25","LinkedIn","Campaign B","Europe","Mobile","VP","Small","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
291,"2024-05-24","LinkedIn","Campaign A","USA","Mobile","Manager","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
292,"2024-02-13","Google Ads","Campaign A","USA","Mobile","VP","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
293,"2024-05-17","Google Ads","Campaign A","Europe","Mobile","Manager","Enterprise","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
294,"2024-02-14","LinkedIn","Campaign A","USA","Desktop","VP","Small","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
295,"2024-03-16","Referral","Campaign B","USA","Mobile","Director","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
296,"2024-05-29","LinkedIn","Campaign B","USA","Mobile","Director","Enterprise","Finance","39","2024-06-27","8511.817250046897",1,29,"High Value"
297,"2024-02-06","Google Ads","Campaign A","Europe","Mobile","Manager","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
298,"2024-06-21","Facebook Ads","Campaign B","Europe","Mobile","VP","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
299,"2024-04-10","Referral","Campaign B","USA","Mobile","VP","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
300,"2024-02-29","Facebook Ads","Campaign B","USA","Mobile","Manager","Enterprise","Tech","40","2024-03-20","6351.888756574805",1,20,"High Value"
301,"2024-05-05","Facebook Ads","Campaign B","USA","Mobile","Director","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
302,"2024-01-12","Google Ads","Campaign A","Europe","Mobile","Director","Enterprise","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
303,"2024-04-12","Facebook Ads","Campaign B","Europe","Desktop","Manager","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
304,"2024-03-01","Facebook Ads","Campaign B","Europe","Mobile","Director","Enterprise","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
305,"2024-03-06","LinkedIn","Campaign B","USA","Mobile","Manager","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
306,"2024-02-03","LinkedIn","Campaign A","USA","Desktop","VP","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
307,"2024-02-22","LinkedIn","Campaign A","USA","Mobile","Director","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
308,"2024-03-25","Google Ads","Campaign A","USA","Mobile","Director","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
309,"2024-06-11","Facebook Ads","Campaign A","USA","Mobile","Director","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
310,"2024-03-24","Facebook Ads","Campaign B","USA","Mobile","Director","Small","Tech","41","2024-04-01","256.3410886489287",1,8,"Low Value"
311,"2024-01-08","Google Ads","Campaign B","USA","Desktop","Director","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
312,"2024-01-08","Facebook Ads","Campaign A","USA","Mobile","Manager","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
313,"2024-06-01","Referral","Campaign B","Europe","Desktop","Director","Small","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
314,"2024-06-21","LinkedIn","Campaign A","Europe","Desktop","VP","Small","Finance","42","2024-06-26","513.6876751432037",1,5,"Low Value"
315,"2024-06-26","Facebook Ads","Campaign A","USA","Mobile","Manager","Enterprise","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
316,"2024-06-02","Google Ads","Campaign B","Europe","Mobile","Director","Enterprise","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
317,"2024-06-24","Facebook Ads","Campaign B","USA","Mobile","Director","Enterprise","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
318,"2024-01-31","Facebook Ads","Campaign B","USA","Mobile","Director","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
319,"2024-04-28","Google Ads","Campaign A","USA","Mobile","Director","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
320,"2024-03-25","Google Ads","Campaign A","USA","Mobile","Director","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
321,"2024-06-23","Google Ads","Campaign A","Europe","Mobile","Manager","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
322,"2024-01-07","Facebook Ads","Campaign A","USA","Mobile","Director","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
323,"2024-03-28","Facebook Ads","Campaign A","Europe","Mobile","VP","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
324,"2024-03-11","Google Ads","Campaign A","USA","Desktop","Manager","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
325,"2024-06-09","Google Ads","Campaign A","USA","Mobile","Manager","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
326,"2024-03-26","LinkedIn","Campaign A","USA","Mobile","VP","Medium","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
327,"2024-05-16","Facebook Ads","Campaign B","Europe","Mobile","Director","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
328,"2024-01-30","LinkedIn","Campaign B","Europe","Desktop","Director","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
329,"2024-05-27","LinkedIn","Campaign B","USA","Mobile","Director","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
330,"2024-03-05","Google Ads","Campaign A","Europe","Mobile","VP","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
331,"2024-05-20","Google Ads","Campaign A","Europe","Mobile","VP","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
332,"2024-03-31","LinkedIn","Campaign A","Europe","Mobile","Manager","Small","Finance","43","2024-04-09","216.4703846381393",1,9,"Low Value"
333,"2024-06-27","Facebook Ads","Campaign B","USA","Desktop","VP","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
334,"2024-03-04","Google Ads","Campaign A","Europe","Mobile","VP","Small","Finance","44","2024-03-11","535.4509153538397",1,7,"Low Value"
335,"2024-01-08","Google Ads","Campaign B","USA","Mobile","Director","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
336,"2024-05-08","LinkedIn","Campaign A","USA","Mobile","VP","Medium","Retail",NULL,NULL,NULL,0,NULL,"Not Converted"
337,"2024-05-27","Facebook Ads","Campaign A","USA","Mobile","Director","Small","Finance","45","2024-06-06","328.03563304780795",1,10,"Low Value"
338,"2024-02-12","Google Ads","Campaign A","Europe","Mobile","Director","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
339,"2024-06-07","Facebook Ads","Campaign B","USA","Desktop","Director","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
340,"2024-03-02","Referral","Campaign A","USA","Mobile","Director","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
341,"2024-02-22","Google Ads","Campaign B","USA","Mobile","VP","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
342,"2024-04-04","Google Ads","Campaign B","USA","Mobile","VP","Small","Finance","46","2024-04-08","194.38447350266756",1,4,"Low Value"
343,"2024-05-31","Facebook Ads","Campaign A","USA","Mobile","Director","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
344,"2024-01-11","Google Ads","Campaign B","USA","Mobile","VP","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
345,"2024-04-12","Facebook Ads","Campaign B","Europe","Mobile","Director","Enterprise","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
346,"2024-01-25","Facebook Ads","Campaign B","USA","Desktop","Director","Small","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
347,"2024-01-18","Facebook Ads","Campaign B","Europe","Mobile","Director","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
348,"2024-05-26","LinkedIn","Campaign B","USA","Mobile","Manager","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
349,"2024-05-16","Google Ads","Campaign A","USA","Desktop","Manager","Medium","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
350,"2024-06-12","Google Ads","Campaign B","USA","Mobile","Director","Enterprise","Finance","47","2024-07-08","7373.127365333917",1,26,"High Value"
351,"2024-03-17","Google Ads","Campaign B","USA","Mobile","Director","Enterprise","Finance",NULL,NULL,NULL,0,NULL,"Not Converted"
352,"2024-03-07","Google Ads","Campaign B","USA","Mobile","Manager","Small","Tech","48","2024-03-14","225.98156304867902",1,7,"Low Value"
353,"2024-06-16","Facebook Ads","Campaign A","Europe","Desktop","Director","Small","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
354,"2024-04-04","Facebook Ads","Campaign A","USA","Mobile","Director","Medium","Tech",NULL,NULL,NULL,0,NULL,"Not Converted"
355,"2024-05-01","LinkedIn","Campaign B","USA","Desktop","Manager","Small","Retail","49","2024-05-06","253.74696272340915",1,5,"Low Value"
